ensembl_gene_id,gene.x,gene_gencodeV33,chromosome,pLI,LOEUF,prior.dn.ptv,prior.dn.misb,prior.dn.misa,prior.in.ptv,prior.in.misb,prior.in.misa,prior.cc.ptv,prior.cc.misb,prior.cc.misa,gene.y,ensembl_transcript_id,mu_syn,mu_mis,mu_lof,hgnc_symbol
ENSG00000197956,S100A6,S100A6,1,0.17565,1.635,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,S100A6,ENST00000368720,1.12E-06,2.34E-06,1.25E-07,S100A6
ENSG00000197958,RPL12,RPL12,9,0.053094,0.793,1.649571243,14.14714762,1.682544956,1.154567695,1.585667216,1.05,1.486919652,3.077927599,1.05,RPL12,ENST00000361436,2.41E-06,5.00E-06,6.93E-07,RPL12
ENSG00000197959,DNM3,DNM3,1,0.0024197,0.483,3.935484889,14.14714762,1.682544956,1.386927056,1.585667216,1.05,2.220163378,3.077927599,1.05,DNM3,ENST00000358155,1.12E-05,2.69E-05,2.62E-06,DNM3
ENSG00000197961,ZNF121,ZNF121,19,0.39211,1.725,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF121,ENST00000320451,3.76E-06,9.55E-06,6.75E-07,ZNF121
ENSG00000197965,MPZL1,MPZL1,1,0.15905,0.748,1.829830762,14.14714762,1.682544956,1.185886256,1.585667216,1.05,1.580287494,3.077927599,1.05,MPZL1,ENST00000359523,4.27E-06,8.57E-06,6.06E-07,MPZL1
ENSG00000197969,VPS13A,VPS13A,9,9.31E-22,0.484,3.922373517,14.14714762,1.682544956,1.386200595,1.585667216,1.05,2.217616099,3.077927599,1.05,VPS13A,ENST00000360280,2.94E-05,7.74E-05,8.30E-06,VPS13A
ENSG00000197971,MBP,MBP,18,0.28446,0.789,1.664274933,14.14714762,1.682544956,1.157279702,1.585667216,1.05,1.494966063,3.077927599,1.05,MBP,ENST00000397860,3.61E-06,7.26E-06,4.62E-07,MBP
ENSG00000197977,ELOVL2,ELOVL2,6,8.37E-10,1.374,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ELOVL2,ENST00000354666,3.70E-06,8.56E-06,9.73E-07,ELOVL2
ENSG00000197982,C1orf122,C1orf122,1,0.14325,1.756,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,C1orf122,ENST00000373042,3.21E-06,6.35E-06,2.27E-07,C1orf122
ENSG00000197991,PCDH20,AL592490.1,13,0.86222,0.38,5.630551217,14.14714762,1.682544956,1.454345994,1.585667216,1.05,2.476811113,3.077927599,1.05,PCDH20,ENST00000409186,1.23E-05,2.74E-05,1.37E-06,PCDH20
ENSG00000197992,CLEC9A,CLEC9A,12,1.85E-05,1.206,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CLEC9A,ENST00000355819,2.83E-06,6.13E-06,6.57E-07,CLEC9A
ENSG00000197993,KEL,KEL,7,3.12E-21,1.092,1.035138966,14.14714762,1.682544956,1.00881745,1.585667216,1.05,1.061106648,3.077927599,1.05,KEL,ENST00000355265,9.50E-06,2.32E-05,2.52E-06,KEL
ENSG00000198000,NOL8,NOL8,9,1.76E-13,0.825,1.540285393,14.14714762,1.682544956,1.133431621,1.585667216,1.05,1.42443664,3.077927599,1.05,NOL8,ENST00000545558,1.14E-05,3.03E-05,2.48E-06,NOL8
ENSG00000198001,IRAK4,AC093012.1,12,7.80E-09,1.052,1.07794983,14.14714762,1.682544956,1.021028132,1.585667216,1.05,1.096581206,3.077927599,1.05,IRAK4,ENST00000448290,3.82E-06,1.09E-05,1.14E-06,IRAK4
ENSG00000198003,CCDC151,CCDC151,19,3.47E-15,1.114,1.014562022,14.14714762,1.682544956,1.00294831,1.585667216,1.05,1.044055836,3.077927599,1.05,CCDC151,ENST00000356392,1.14E-05,2.47E-05,1.57E-06,ODAD3
ENSG00000198010,DLGAP2,DLGAP2,8,0.99989,0.199,10.53890127,14.14714762,1.682544956,1.532622437,1.585667216,1.05,2.887802184,3.077927599,1.05,DLGAP2,ENST00000421627,2.52E-05,4.58E-05,2.02E-06,DLGAP2
ENSG00000198015,MRPL42,MRPL42,12,0.039597,1.175,1,14.14714762,1.682544956,1,1.585667216,1.05,1.005099868,3.077927599,1.05,MRPL42,ENST00000549982,1.36E-06,4.14E-06,3.16E-07,MRPL42
ENSG00000198018,ENTPD7,ENTPD7,10,2.13E-11,0.872,1.403761777,14.14714762,1.682544956,1.104381022,1.585667216,1.05,1.339141444,3.077927599,1.05,ENTPD7,ENST00000370489,6.71E-06,1.77E-05,2.26E-06,ENTPD7
ENSG00000198026,ZNF335,ZNF335,20,6.89E-07,0.501,3.707894412,14.14714762,1.682544956,1.373700596,1.585667216,1.05,2.174261053,3.077927599,1.05,ZNF335,ENST00000322927,2.24E-05,4.94E-05,3.12E-06,ZNF335
ENSG00000198028,ZNF560,ZNF560,19,9.67E-06,1.103,1.024597118,14.14714762,1.682544956,1.00581062,1.585667216,1.05,1.05237129,3.077927599,1.05,ZNF560,ENST00000301480,7.13E-06,1.97E-05,2.00E-06,ZNF560
ENSG00000198033,TUBA3C,TUBA3C,13,0.004574,0.865,1.422465248,14.14714762,1.682544956,1.108545137,1.585667216,1.05,1.351330648,3.077927599,1.05,TUBA3C,ENST00000400113,8.79E-06,1.79E-05,7.16E-07,TUBA3C
ENSG00000198039,ZNF273,ZNF273,7,0.027091,1.341,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF273,ENST00000476120,4.89E-06,1.31E-05,8.66E-07,ZNF273
ENSG00000198042,MAK16,MAK16,8,0.96452,0.328,6.770634505,14.14714762,1.682544956,1.482269534,1.585667216,1.05,2.601056792,3.077927599,1.05,MAK16,ENST00000360128,3.44E-06,8.92E-06,1.36E-06,MAK16
ENSG00000198046,ZNF667,ZNF667,19,2.38E-06,0.85,1.464394625,14.14714762,1.682544956,1.117664872,1.585667216,1.05,1.378067308,3.077927599,1.05,ZNF667,ENST00000504904,5.50E-06,1.57E-05,1.39E-06,ZNF667
ENSG00000198049,AVPR1B,AVPR1B,1,0.00037047,1.121,1.008434164,14.14714762,1.682544956,1.00120045,1.585667216,1.05,1.038978061,3.077927599,1.05,AVPR1B,ENST00000367126,6.33E-06,1.56E-05,5.71E-07,AVPR1B
ENSG00000198053,SIRPA,SIRPA,20,0.67197,0.434,4.653132281,14.14714762,1.682544956,1.420954939,1.585667216,1.05,2.343898055,3.077927599,1.05,SIRPA,ENST00000358771,9.77E-06,1.86E-05,1.04E-06,SIRPA
ENSG00000198055,GRK6,GRK6,5,0.00048726,0.571,2.970685851,14.14714762,1.682544956,1.320245721,1.585667216,1.05,1.996547532,3.077927599,1.05,GRK6,ENST00000528793,1.15E-05,2.45E-05,1.73E-06,GRK6
ENSG00000198056,PRIM1,PRIM1,12,0.0009938,0.69,2.117202231,14.14714762,1.682544956,1.228484783,1.585667216,1.05,1.709086235,3.077927599,1.05,PRIM1,ENST00000338193,4.12E-06,1.18E-05,1.15E-06,PRIM1
ENSG00000198060,5-Mar,MARCHF5,10,0.89339,0.392,5.395700553,14.14714762,1.682544956,1.447308112,1.585667216,1.05,2.447605104,3.077927599,1.05,5-Mar,ENST00000358935,2.65E-06,7.35E-06,8.86E-07,MARCHF5
ENSG00000198074,AKR1B10,AKR1B10,7,7.57E-09,1.307,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,AKR1B10,ENST00000359579,3.76E-06,8.70E-06,7.34E-07,AKR1B10
ENSG00000198075,SULT1C4,SULT1C4,2,4.97E-06,1.204,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,SULT1C4,ENST00000272452,3.12E-06,8.01E-06,7.91E-07,SULT1C4
ENSG00000198077,CYP2A7,CYP2A7,19,3.78E-15,1.582,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CYP2A7,ENST00000301146,8.13E-06,1.80E-05,1.07E-06,CYP2A7
ENSG00000198081,ZBTB14,ZBTB14,18,0.26111,0.645,2.392228998,14.14714762,1.682544956,1.262783581,1.585667216,1.05,1.814655197,3.077927599,1.05,ZBTB14,ENST00000357006,6.12E-06,1.34E-05,5.66E-07,ZBTB14
ENSG00000198083,KRTAP9-9,KRTAP9-9,17,0.28956,1.891,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,KRTAP9-9,ENST00000394008,1.70E-06,4.45E-06,2.29E-07,KRTAP9-9
ENSG00000198087,CD2AP,CD2AP,6,0.22989,0.413,5.009197162,14.14714762,1.682544956,1.434464479,1.585667216,1.05,2.396037205,3.077927599,1.05,CD2AP,ENST00000359314,5.89E-06,1.48E-05,1.84E-06,CD2AP
ENSG00000198089,SFI1,SFI1,22,5.94E-44,1.014,1.125575974,14.14714762,1.682544956,1.034612,1.585667216,1.05,1.13604576,3.077927599,1.05,SFI1,ENST00000400288,1.62E-05,4.37E-05,4.84E-06,SFI1
ENSG00000198090,KRTAP4-6,KRTAP4-6,17,0.0003795,1.813,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,KRTAP4-6,ENST00000345847,2.04E-06,7.42E-06,3.34E-07,KRTAP4-6
ENSG00000198092,TMPRSS11F,TMPRSS11F,4,1.24E-09,0.999,1.14637583,14.14714762,1.682544956,1.040544447,1.585667216,1.05,1.153281164,3.077927599,1.05,TMPRSS11F,ENST00000356291,3.72E-06,1.10E-05,1.85E-06,TMPRSS11F
ENSG00000198093,ZNF649,ZNF649,19,0.073744,0.95,1.227301557,14.14714762,1.682544956,1.062344164,1.585667216,1.05,1.216619455,3.077927599,1.05,ZNF649,ENST00000354957,5.39E-06,1.30E-05,9.56E-07,ZNF649
ENSG00000198099,ADH4,ADH4,4,8.07E-07,1.27,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ADH4,ENST00000265512,3.85E-06,9.56E-06,7.13E-07,ADH4
ENSG00000198104,OR2T6,OR2T6,1,4.14E-05,1.886,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,OR2T6,ENST00000355728,3.85E-06,8.87E-06,2.37E-07,OR2T6
ENSG00000198105,ZNF248,ZNF248,10,0.32621,0.485,3.909318606,14.14714762,1.682544956,1.385473084,1.585667216,1.05,2.215068357,3.077927599,1.05,ZNF248,ENST00000395867,5.39E-06,1.34E-05,9.38E-07,ZNF248
ENSG00000198108,CHSY3,CHSY3,5,0.0028439,0.566,3.016496886,14.14714762,1.682544956,1.324126186,1.585667216,1.05,2.009119143,3.077927599,1.05,CHSY3,ENST00000305031,1.45E-05,3.18E-05,1.84E-06,CHSY3
ENSG00000198113,TOR4A,TOR4A,9,0.56079,0.71,2.010304104,14.14714762,1.682544956,1.213554296,1.585667216,1.05,1.663679262,3.077927599,1.05,TOR4A,ENST00000357503,1.51E-05,2.91E-05,4.04E-07,TOR4A
ENSG00000198121,LPAR1,LPAR1,9,0.18603,0.714,1.989955196,14.14714762,1.682544956,1.210596379,1.585667216,1.05,1.654718991,3.077927599,1.05,LPAR1,ENST00000374431,4.16E-06,1.23E-05,4.95E-07,LPAR1
ENSG00000198125,MB,MB,22,0.030636,1.285,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,MB,ENST00000397326,2.52E-06,4.58E-06,2.54E-07,MB
ENSG00000198130,HIBCH,HIBCH,2,2.58E-13,1.186,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,HIBCH,ENST00000359678,3.56E-06,9.30E-06,1.27E-06,HIBCH
ENSG00000198131,ZNF544,ZNF544,19,0.00099546,1.577,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF544,ENST00000269829,7.40E-06,1.80E-05,1.50E-06,ZNF544
ENSG00000198133,TMEM229B,TMEM229B,14,0.13003,1.129,1.001671904,14.14714762,1.682544956,1,1.585667216,1.05,1.033374591,3.077927599,1.05,TMEM229B,ENST00000357461,4.08E-06,8.09E-06,2.54E-07,TMEM229B
ENSG00000198146,ZNF770,ZNF770,15,0.99077,0.275,8.149523753,14.14714762,1.682544956,1.506303344,1.585667216,1.05,2.723316101,3.077927599,1.05,ZNF770,ENST00000356321,5.85E-06,1.61E-05,1.22E-06,ZNF770
ENSG00000198156,NPIPB6,NPIPB6,16,0.00061348,1.932,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,NPIPB6,ENST00000532254,4.80E-06,1.36E-05,9.83E-07,NPIPB6
ENSG00000198160,MIER1,MIER1,1,0.28881,0.419,4.904393656,14.14714762,1.682544956,1.430672325,1.585667216,1.05,2.381198175,3.077927599,1.05,MIER1,ENST00000401041,5.64E-06,1.47E-05,2.01E-06,MIER1
ENSG00000198162,MAN1A2,MAN1A2,1,0.99892,0.235,9.345158977,14.14714762,1.682544956,1.521369908,1.585667216,1.05,2.811870816,3.077927599,1.05,MAN1A2,ENST00000356554,5.97E-06,1.71E-05,1.78E-06,MAN1A2
ENSG00000198168,SVIP,SVIP,11,0.00030038,1.849,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,SVIP,ENST00000354193,1.15E-06,2.30E-06,2.33E-07,SVIP
ENSG00000198169,ZNF251,ZNF251,8,1.83E-12,1.354,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF251,ENST00000292562,7.54E-06,1.99E-05,1.41E-06,ZNF251
ENSG00000198171,DDRGK1,DDRGK1,20,3.07E-07,1.063,1.065455553,14.14714762,1.682544956,1.017464491,1.585667216,1.05,1.086228028,3.077927599,1.05,DDRGK1,ENST00000354488,5.01E-06,1.33E-05,1.13E-06,DDRGK1
ENSG00000198176,TFDP1,TFDP1,13,0.97174,0.318,7.013528125,14.14714762,1.682544956,1.48715178,1.585667216,1.05,2.624490045,3.077927599,1.05,TFDP1,ENST00000375370,8.48E-06,1.52E-05,8.91E-07,TFDP1
ENSG00000198178,CLEC4C,CLEC4C,12,5.77E-07,1.317,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CLEC4C,ENST00000542353,1.86E-06,5.82E-06,1.01E-06,CLEC4C
ENSG00000198182,ZNF607,ZNF607,19,2.35E-06,0.97,1.190004616,14.14714762,1.682544956,1.05298797,1.585667216,1.05,1.189433281,3.077927599,1.05,ZNF607,ENST00000355202,6.34E-06,1.82E-05,1.35E-06,ZNF607
ENSG00000198183,BPIFA1,BPIFA1,20,1.20E-08,1.636,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,BPIFA1,ENST00000354297,3.34E-06,6.43E-06,6.75E-07,BPIFA1
ENSG00000198185,ZNF334,ZNF334,20,1.61E-09,1.076,1.051403474,14.14714762,1.682544956,1.013456507,1.585667216,1.05,1.074583993,3.077927599,1.05,ZNF334,ENST00000347606,6.16E-06,1.64E-05,1.26E-06,ZNF334
ENSG00000198189,HSD17B11,HSD17B11,4,2.08E-07,1.463,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,HSD17B11,ENST00000358290,3.44E-06,7.63E-06,6.06E-07,HSD17B11
ENSG00000198198,SZT2,SZT2,1,2.33E-14,0.405,5.152802878,14.14714762,1.682544956,1.439436117,1.585667216,1.05,2.415750056,3.077927599,1.05,SZT2,ENST00000562955,4.37E-05,0.000114891,1.04E-05,SZT2
ENSG00000198203,SULT1C2,SULT1C2,2,2.65E-10,1.335,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,SULT1C2,ENST00000326853,3.17E-06,8.14E-06,1.02E-06,SULT1C2
ENSG00000198208,RPS6KL1,RPS6KL1,14,1.27E-07,0.91,1.310989915,14.14714762,1.682544956,1.082858002,1.585667216,1.05,1.276306033,3.077927599,1.05,RPS6KL1,ENST00000555647,9.35E-06,2.00E-05,1.35E-06,RPS6KL1
ENSG00000198216,CACNA1E,CACNA1E,1,1,0.124,13.331406,14.14714762,1.682544956,1.549705692,1.585667216,1.05,3.025387102,3.077927599,1.05,CACNA1E,ENST00000367573,3.27E-05,8.13E-05,6.38E-06,CACNA1E
ENSG00000198218,QRICH1,QRICH1,3,0.99576,0.275,8.149523753,14.14714762,1.682544956,1.506303344,1.585667216,1.05,2.723316101,3.077927599,1.05,QRICH1,ENST00000395443,9.31E-06,2.19E-05,1.86E-06,QRICH1
ENSG00000198225,FKBP1C,FKBP1C,6,0.041342,1.749,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,FKBP1C,ENST00000370659,1.43E-06,3.66E-06,1.96E-07,FKBP1C
ENSG00000198231,DDX42,DDX42,17,1,0.134,12.94294988,14.14714762,1.682544956,1.547827228,1.585667216,1.05,3.009498397,3.077927599,1.05,DDX42,ENST00000578681,1.01E-05,2.90E-05,2.83E-06,DDX42
ENSG00000198242,RPL23A,RPL23A,17,0.90573,0.393,5.376593127,14.14714762,1.682544956,1.446711697,1.585667216,1.05,2.445162615,3.077927599,1.05,RPL23A,ENST00000422514,2.20E-06,5.31E-06,4.45E-07,RPL23A
ENSG00000198246,SLC29A3,SLC29A3,10,1.29E-07,1.322,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,SLC29A3,ENST00000373189,7.86E-06,1.57E-05,6.95E-07,SLC29A3
ENSG00000198252,STYX,STYX,14,0.37747,0.513,3.56560903,14.14714762,1.682544956,1.364727754,1.585667216,1.05,2.14363834,3.077927599,1.05,STYX,ENST00000354586,2.12E-06,5.61E-06,9.76E-07,STYX
ENSG00000198258,UBL5,UBL5,19,0.016321,1.575,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,UBL5,ENST00000358666,1.39E-06,3.02E-06,2.14E-07,UBL5
ENSG00000198265,HELZ,HELZ,17,1,0.048,16.4210106,14.14714762,1.682544956,1.558859791,1.585667216,1.05,3.102501964,3.077927599,1.05,HELZ,ENST00000358691,2.04E-05,5.19E-05,4.78E-06,HELZ
ENSG00000198270,TMEM116,TMEM116,12,5.12E-13,1.454,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,TMEM116,ENST00000552374,3.31E-06,8.66E-06,9.79E-07,TMEM116
ENSG00000198271,KRTAP4-5,KRTAP4-5,17,0.16174,1.689,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,KRTAP4-5,ENST00000343246,1.68E-06,5.95E-06,3.17E-07,KRTAP4-5
ENSG00000198276,UCKL1,UCKL1,20,4.36E-15,1.328,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,UCKL1,ENST00000354216,1.31E-05,2.63E-05,1.26E-06,UCKL1
ENSG00000198283,OR5B21,OR5B21,11,3.26E-06,1.935,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,OR5B21,ENST00000360374,3.18E-06,7.85E-06,2.21E-07,OR5B21
ENSG00000198286,CARD11,CARD11,7,0.99995,0.227,9.600809142,14.14714762,1.682544956,1.524059445,1.585667216,1.05,2.829098486,3.077927599,1.05,CARD11,ENST00000396946,2.20E-05,4.69E-05,3.36E-06,CARD11
ENSG00000198298,ZNF485,ZNF485,10,5.46E-05,1.027,1.10848239,14.14714762,1.682544956,1.029736614,1.585667216,1.05,1.121881478,3.077927599,1.05,ZNF485,ENST00000361807,4.34E-06,1.13E-05,8.76E-07,ZNF485
ENSG00000198300,PEG3,PEG3,19,2.63E-05,0.506,3.647724935,14.14714762,1.682544956,1.369975408,1.585667216,1.05,2.161500744,3.077927599,1.05,PEG3,ENST00000326441,1.86E-05,4.69E-05,2.71E-06,PEG3
ENSG00000198301,SDAD1,SDAD1,4,1.83E-20,1.044,1.087392797,14.14714762,1.682544956,1.023721461,1.585667216,1.05,1.10440596,3.077927599,1.05,SDAD1,ENST00000356260,6.70E-06,1.76E-05,2.56E-06,SDAD1
ENSG00000198315,ZKSCAN8,ZKSCAN8,6,1.76E-07,0.882,1.377951175,14.14714762,1.682544956,1.098536918,1.585667216,1.05,1.322053332,3.077927599,1.05,ZKSCAN8,ENST00000330236,5.46E-06,1.52E-05,1.46E-06,ZKSCAN8
ENSG00000198324,FAM109A,PHETA1,12,0.010042,1.756,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,FAM109A,ENST00000361483,6.18E-06,1.32E-05,2.96E-07,PHETA1
ENSG00000198331,HYLS1,HYLS1,11,2.32E-09,1.433,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,HYLS1,ENST00000425380,2.67E-06,8.68E-06,9.72E-07,HYLS1
ENSG00000198336,MYL4,MYL4,17,0.00012029,1.377,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,MYL4,ENST00000354968,2.62E-06,6.32E-06,3.81E-07,MYL4
ENSG00000198342,ZNF442,ZNF442,19,0.03048,1.288,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF442,ENST00000242804,5.34E-06,1.60E-05,1.43E-06,ZNF442
ENSG00000198346,ZNF813,ZNF813,19,0.63585,0.915,1.299801261,14.14714762,1.682544956,1.080168809,1.585667216,1.05,1.268472292,3.077927599,1.05,ZNF813,ENST00000396403,6.31E-06,1.76E-05,1.12E-06,ZNF813
ENSG00000198355,PIM3,PIM3,22,0.98192,0.244,9.064169214,14.14714762,1.682544956,1.518214698,1.585667216,1.05,2.792280651,3.077927599,1.05,PIM3,ENST00000360612,1.12E-05,1.92E-05,7.53E-07,PIM3
ENSG00000198356,ASNA1,GET3,19,0.94316,0.352,6.219244449,14.14714762,1.682544956,1.469905978,1.585667216,1.05,2.544194426,3.077927599,1.05,ASNA1,ENST00000591090,5.76E-06,1.20E-05,5.79E-07,GET3
ENSG00000198363,ASPH,ASPH,8,6.63E-15,0.821,1.553170026,14.14714762,1.682544956,1.136016991,1.585667216,1.05,1.432058925,3.077927599,1.05,ASPH,ENST00000379454,9.24E-06,2.13E-05,2.45E-06,ASPH
ENSG00000198369,SPRED2,SPRED2,2,2.87E-07,1.07,1.05779424,14.14714762,1.682544956,1.015279307,1.585667216,1.05,1.079879602,3.077927599,1.05,SPRED2,ENST00000356388,9.46E-06,1.90E-05,1.05E-06,SPRED2
ENSG00000198373,WWP2,WWP2,16,0.16477,0.379,5.650588576,14.14714762,1.682544956,1.454922535,1.585667216,1.05,2.479236228,3.077927599,1.05,WWP2,ENST00000359154,1.45E-05,3.28E-05,2.57E-06,WWP2
ENSG00000198380,GFPT1,GFPT1,2,0.89953,0.338,6.53552909,14.14714762,1.682544956,1.47722835,1.585667216,1.05,2.577468513,3.077927599,1.05,GFPT1,ENST00000357308,6.66E-06,2.07E-05,2.29E-06,GFPT1
ENSG00000198382,UVRAG,UVRAG,11,0.98942,0.294,7.628953429,14.14714762,1.682544956,1.498213025,1.585667216,1.05,2.680058038,3.077927599,1.05,UVRAG,ENST00000356136,9.40E-06,2.13E-05,1.79E-06,UVRAG
ENSG00000198398,TMEM207,TMEM207,3,4.23E-11,1.945,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,TMEM207,ENST00000354905,1.68E-06,3.83E-06,4.36E-07,TMEM207
ENSG00000198399,ITSN2,ITSN2,2,9.75E-13,0.491,3.832159194,14.14714762,1.682544956,1.381086692,1.585667216,1.05,2.199773568,3.077927599,1.05,ITSN2,ENST00000355123,1.72E-05,4.57E-05,5.67E-06,ITSN2
ENSG00000198400,NTRK1,NTRK1,1,1.96E-06,0.658,2.307515545,14.14714762,1.682544956,1.252791955,1.585667216,1.05,1.783705439,3.077927599,1.05,NTRK1,ENST00000524377,1.55E-05,3.25E-05,1.93E-06,NTRK1
ENSG00000198408,MGEA5,OGA,10,0.96569,0.316,7.063051784,14.14714762,1.682544956,1.488109046,1.585667216,1.05,2.629157565,3.077927599,1.05,MGEA5,ENST00000361464,9.81E-06,2.45E-05,2.13E-06,OGA
ENSG00000198417,MT1F,MT1F,16,0.046878,1.698,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,MT1F,ENST00000334350,1.05E-06,1.92E-06,1.74E-07,MT1F
ENSG00000198420,FAM115A,TCAF1,7,0.61756,0.54,3.270676498,14.14714762,1.682544956,1.344197166,1.585667216,1.05,2.074879603,3.077927599,1.05,FAM115A,ENST00000479870,1.25E-05,2.88E-05,1.91E-06,TCAF1
ENSG00000198429,ZNF69,ZNF69,19,5.16E-08,1.866,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF69,ENST00000340180,1.35E-06,3.32E-06,3.54E-07,ZNF69
ENSG00000198431,TXNRD1,TXNRD1,12,1.61E-06,0.721,1.955137589,14.14714762,1.682544956,1.205444342,1.585667216,1.05,1.639138913,3.077927599,1.05,TXNRD1,ENST00000525566,8.50E-06,1.92E-05,1.63E-06,TXNRD1
ENSG00000198435,NRARP,NRARP,9,0.20859,1.501,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,NRARP,ENST00000356628,4.24E-06,6.59E-06,1.45E-07,NRARP
ENSG00000198440,ZNF583,ZNF583,19,0.007156,0.611,2.636315374,14.14714762,1.682544956,1.289124574,1.585667216,1.05,1.897135041,3.077927599,1.05,ZNF583,ENST00000333201,4.81E-06,1.29E-05,1.01E-06,ZNF583
ENSG00000198443,KRTAP4-1,KRTAP4-1,17,0.0056309,1.877,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,KRTAP4-1,ENST00000398472,1.24E-06,5.24E-06,1.63E-07,KRTAP4-1
ENSG00000198445,CCT8L2,CCT8L2,22,1.59E-06,1.647,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,CCT8L2,ENST00000359963,7.63E-06,1.66E-05,6.11E-07,CCT8L2
ENSG00000198453,ZNF568,ZNF568,19,2.28E-09,0.952,1.22344425,14.14714762,1.682544956,1.061380503,1.585667216,1.05,1.213818784,3.077927599,1.05,ZNF568,ENST00000333987,5.78E-06,1.55E-05,1.48E-06,ZNF568
ENSG00000198464,ZNF480,ZNF480,19,0.03557,1.22,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF480,ENST00000595962,4.87E-06,1.29E-05,1.51E-06,ZNF480
ENSG00000198466,ZNF587,ZNF587,19,0.049557,1.673,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF587,ENST00000339656,5.75E-06,1.52E-05,1.18E-06,ZNF587
ENSG00000198467,TPM2,TPM2,9,0.00023947,0.827,1.533922355,14.14714762,1.682544956,1.132145254,1.585667216,1.05,1.420646166,3.077927599,1.05,TPM2,ENST00000378292,4.32E-06,9.39E-06,9.61E-07,TPM2
ENSG00000198471,RTP2,RTP2,3,6.71E-06,1.678,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,RTP2,ENST00000358241,4.10E-06,8.84E-06,4.00E-07,RTP2
ENSG00000198478,SH3BGRL2,SH3BGRL2,6,1.60E-07,1.909,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,SH3BGRL2,ENST00000369838,1.59E-06,3.54E-06,3.45E-07,SH3BGRL2
ENSG00000198482,ZNF808,ZNF808,19,0.28866,1.209,1,14.14714762,1.682544956,1,1.585667216,1.05,1,3.077927599,1.05,ZNF808,ENST00000359798,8.27E-06,2.58E-05,1.34E-06,ZNF808
ENSG00000198483,ANKRD35,ANKRD35,1,1.66E-25,1.081,1.046200327,14.14714762,1.682544956,1.01197244,1.585667216,1.05,1.070272484,3.077927599,1.05,ANKRD35,ENST00000355594,1.35E-05,3.26E-05,2.78E-06,ANKRD35
