Gene Symbol,Description,Ensembl ID,Entrez ID,Vision,Auditory,Olfactory,Touch,Gene_hgnc
RFX5,,ENSG00000143390,5993,yes,no,no,no,RFX5
RFX6,,ENSG00000185002,222546,yes,no,no,no,RFX6
RFX7,,ENSG00000181827,64864,yes,no,no,yes,RFX7
RFXANK,,ENSG00000064490,8625,yes,no,no,no,RFXANK
RFXAP,,ENSG00000133111,5994,yes,no,no,no,RFXAP
RGMA,,ENSG00000182175,56963,yes,no,no,no,RGMA
RGR,,ENSG00000148604,5995,yes,yes,no,no,RGR
RGS10,,ENSG00000148908,6001,yes,no,no,no,RGS10
RGS11,,ENSG00000076344,8786,yes,no,no,no,RGS11
RGS14,,ENSG00000169220,10636,yes,no,no,no,RGS14
RGS16,,ENSG00000143333,6004,yes,no,no,no,RGS16
RGS6,,ENSG00000182732,9628,yes,no,no,no,RGS6
RGS9,,ENSG00000108370,8787,yes,no,no,no,RGS9
RGS9BP,,ENSG00000186326,388531,yes,no,no,no,RGS9BP
RGSL1,,ENSG00000121446,353299,yes,no,no,no,RGSL1
RHOA,,ENSG00000067560,387,yes,no,no,no,RHOA
RHOG,,ENSG00000177105,391,yes,no,no,no,RHOG
RHOH,,ENSG00000168421,399,yes,no,no,no,RHOH
RHOJ,,ENSG00000126785,57381,yes,no,no,no,RHOJ
RIBC2,,ENSG00000128408,26150,yes,no,no,no,RIBC2
RIC1,,ENSG00000107036,57589,yes,yes,no,no,RIC1
RILP,,ENSG00000167705,83547,yes,no,no,no,RILP
RILPL1,,ENSG00000188026,353116,yes,yes,no,no,RILPL1
RIMS1,,ENSG00000079841,22999,yes,no,no,no,RIMS1
RIMS2,,ENSG00000176406,9699,yes,no,no,no,RIMS2
RIN2,,ENSG00000132669,54453,yes,no,no,no,RIN2
RIPK4,,ENSG00000183421,54101,yes,no,no,no,RIPK4
RIPOR2,,ENSG00000111913,9750,yes,yes,no,yes,RIPOR2
RIPPLY2,,ENSG00000203877,134701,yes,no,no,no,RIPPLY2
RIT1,,ENSG00000143622,6016,yes,yes,no,no,RIT1
RLBP1,,ENSG00000140522,6017,yes,yes,no,no,RLBP1
RMI1,,ENSG00000178966,80010,yes,no,no,no,RMI1
RNASEH1,,ENSG00000171865,246243,yes,yes,no,yes,RNASEH1
RNASET2,,ENSG00000026297,8635,yes,yes,no,no,RNASET2
RNF113B,,ENSG00000139797,140432,yes,no,no,no,RNF113B
RNF125,,ENSG00000101695,54941,yes,no,no,no,RNF125
RNF13,,ENSG00000082996,11342,yes,yes,no,no,RNF13
RNF135,,ENSG00000181481,84282,yes,yes,no,no,RNF135
RNF14,,ENSG00000013561,9604,yes,no,no,no,RNF14
RNF141,,ENSG00000110315,50862,yes,no,no,no,RNF141
RNF146,,ENSG00000118518,81847,yes,no,no,no,RNF146
RNF170,,ENSG00000120925,81790,yes,yes,no,yes,RNF170
RNF2,,ENSG00000121481,6045,yes,no,no,no,RNF2
RNF222,,ENSG00000189051,643904,yes,no,no,no,RNF222
RNF24,,ENSG00000101236,11237,yes,no,no,no,RNF24
RNF38,,ENSG00000137075,152006,yes,no,no,no,RNF38
RNF40,,ENSG00000103549,9810,yes,no,no,no,RNF40
RNH1,,ENSG00000023191,6050,yes,no,no,no,RNH1
RNLS,,ENSG00000184719,55328,yes,no,no,no,RNLS
ROBO1,,ENSG00000169855,6091,yes,yes,no,no,ROBO1
ROGDI,,ENSG00000067836,79641,yes,no,no,no,ROGDI
ROM1,,ENSG00000149489,6094,yes,yes,no,no,ROM1
ROR2,,ENSG00000169071,4920,yes,yes,no,no,ROR2
RORA,,ENSG00000069667,6095,yes,no,no,no,RORA
RORB,,ENSG00000198963,6096,yes,no,no,no,RORB
RORC,,ENSG00000143365,6097,yes,no,no,no,RORC
RP1,,ENSG00000104237,6101,yes,yes,no,no,RP1
RP1L1,,ENSG00000183638,94137,yes,yes,no,no,RP1L1
RP9,,ENSG00000164610,6100,yes,yes,no,no,RP9
RPIA,,ENSG00000153574,22934,yes,no,no,no,RPIA
RPL11,,ENSG00000142676,6135,yes,yes,no,no,RPL11
RPL15,,ENSG00000174748,6138,yes,yes,no,no,RPL15
RPL18,,ENSG00000063177,6141,yes,yes,no,no,RPL18
RPL26,,ENSG00000161970,6154,yes,yes,no,no,RPL26
RPL27,,ENSG00000131469,6155,yes,yes,no,no,RPL27
RPL3,,ENSG00000100316,6122,yes,yes,no,no,RPL3
RPL31,,ENSG00000071082,6160,yes,yes,no,no,RPL31
RPL35,,ENSG00000136942,11224,yes,yes,no,no,RPL35
RPL35A,,ENSG00000182899,6165,yes,yes,no,no,RPL35A
RPL36AL,,ENSG00000165502,6166,yes,no,no,no,RPL36AL
RPL5,,ENSG00000122406,6125,yes,yes,no,no,RPL5
RPL8,,ENSG00000161016,6132,yes,yes,no,no,RPL8
RPL9,,ENSG00000163682,6133,yes,yes,no,no,RPL9
RPP25,,ENSG00000178718,54913,yes,no,no,no,RPP25
RPS10,,ENSG00000124614,6204,yes,yes,no,no,RPS10
RPS15A,,ENSG00000134419,6210,yes,yes,no,no,RPS15A
RPS17,,ENSG00000182774,6218,yes,yes,no,no,RPS17
RPS19,,ENSG00000105372,6223,yes,yes,no,no,RPS19
RPS20,,ENSG00000008988,6224,yes,yes,no,yes,RPS20
RPS21,,ENSG00000171858,6227,yes,no,no,no,RPS21
RPS24,,ENSG00000138326,6229,yes,yes,no,no,RPS24
RPS26,,ENSG00000197728,6231,yes,yes,no,no,RPS26
RPS27,,ENSG00000177954,6232,yes,yes,no,no,RPS27
RPS28,,ENSG00000233927,6234,yes,yes,no,no,RPS28
RPS29,,ENSG00000213741,6235,yes,yes,no,no,RPS29
RPS3A,,ENSG00000145425,6189,yes,no,no,no,RPS3A
RPS6KA5,,ENSG00000100784,9252,yes,no,no,no,RPS6KA5
RPS7,,ENSG00000171863,6201,yes,yes,no,no,RPS7
RPUSD3,,ENSG00000156990,285367,yes,no,no,no,RPUSD3
RRAGA,,ENSG00000155876,10670,yes,no,no,no,RRAGA
RRH,,ENSG00000180245,10692,yes,no,no,no,RRH
RRM1,,ENSG00000167325,6240,yes,yes,no,no,RRM1
RRM2,,ENSG00000171848,6241,yes,no,no,no,RRM2
RRM2B,,ENSG00000048392,50484,yes,yes,no,yes,RRM2B
RRN3,,ENSG00000085721,54700,yes,no,no,no,RRN3
RSL1D1,,ENSG00000171490,26156,yes,no,no,no,RSL1D1
RSPH1,,ENSG00000160188,89765,yes,yes,no,no,RSPH1
RSPH10B2,,ENSG00000169402,728194,yes,no,no,no,RSPH10B2
RSPH3,,ENSG00000130363,83861,yes,yes,no,no,RSPH3
RSPH4A,,ENSG00000111834,345895,yes,yes,no,no,RSPH4A
RSPO1,,ENSG00000169218,284654,yes,no,no,no,RSPO1
RSPO3,,ENSG00000146374,84870,yes,no,no,no,RSPO3
RSPRY1,,ENSG00000159579,89970,yes,no,no,no,RSPRY1
RSRC2,,ENSG00000111011,65117,yes,no,no,no,RSRC2
RTBDN,,ENSG00000132026,83546,yes,no,no,no,RTBDN
RTEL1,,ENSG00000258366,51750,yes,yes,no,no,RTEL1
RTL1,,ENSG00000254656,388015,yes,no,no,no,RTL1
RTL6,,ENSG00000188636,84247,yes,no,no,no,RTL6
RTN3,,ENSG00000133318,10313,yes,no,no,no,RTN3
RTN4IP1,,ENSG00000130347,84816,yes,yes,no,no,RTN4IP1
RUBCN,,ENSG00000145016,9711,yes,no,no,no,RUBCN
RUNX1,,ENSG00000159216,861,yes,no,no,no,RUNX1
RUNX1T1,,ENSG00000079102,862,yes,no,no,no,RUNX1T1
RXFP1,,ENSG00000171509,59350,yes,no,no,no,RXFP1
RXYLT1,,ENSG00000118600,10329,yes,yes,no,no,RXYLT1
RYR1,,ENSG00000196218,6261,yes,no,no,yes,RYR1
S100PBP,,ENSG00000116497,64766,yes,yes,no,no,S100PBP
SAA2,,ENSG00000134339,6289,yes,no,no,no,SAA2
SAA4,,ENSG00000148965,6291,yes,no,no,no,SAA4
SAG,,ENSG00000130561,6295,yes,yes,no,no,SAG
SALL1,,ENSG00000103449,6299,yes,yes,no,no,SALL1
SALL2,,ENSG00000165821,6297,yes,no,no,no,SALL2
SALL4,,ENSG00000101115,57167,yes,yes,no,no,SALL4
SAMD11,,ENSG00000187634,148398,yes,no,no,no,SAMD11
SAMD12,,ENSG00000177570,401474,yes,yes,no,yes,SAMD12
SAMD4A,,ENSG00000020577,23034,yes,no,no,no,SAMD4A
SAMD7,,ENSG00000187033,344658,yes,no,no,no,SAMD7
SAMD9,,ENSG00000205413,54809,yes,yes,no,no,SAMD9
SAMD9L,,ENSG00000177409,219285,yes,no,no,yes,SAMD9L
SARDH,,ENSG00000123453,1757,yes,yes,no,no,SARDH
SARS2,,ENSG00000104835,54938,yes,no,no,no,SARS2
SART3,,ENSG00000075856,9733,yes,no,no,no,SART3
SATB1,,ENSG00000182568,6304,yes,no,no,no,SATB1
SBDS,,ENSG00000126524,51119,yes,yes,no,no,SBDS
SBF1,,ENSG00000100241,6305,yes,yes,no,yes,SBF1
SBF2,,ENSG00000133812,81846,yes,yes,no,yes,SBF2
SC5D,,ENSG00000109929,6309,yes,yes,no,no,SC5D
SCAF4,,ENSG00000156304,57466,yes,no,no,no,SCAF4
SCAMP2,,ENSG00000140497,10066,yes,no,no,no,SCAMP2
SCAMP5,,ENSG00000198794,192683,yes,no,no,no,SCAMP5
SCARA5,,ENSG00000168079,286133,yes,no,no,no,SCARA5
SCARB2,,ENSG00000138760,950,yes,no,no,no,SCARB2
SCGN,,ENSG00000079689,10590,yes,no,no,no,SCGN
SCHIP1,,ENSG00000151967,29970,yes,no,no,no,SCHIP1
SCML4,,ENSG00000146285,256380,yes,no,no,no,SCML4
SCN1A,,ENSG00000144285,6323,yes,yes,no,yes,SCN1A
SCN1B,,ENSG00000105711,6324,yes,no,no,no,SCN1B
SCN2A,,ENSG00000136531,6326,yes,no,no,no,SCN2A
SCN3A,,ENSG00000153253,6328,yes,no,no,no,SCN3A
SCN4A,,ENSG00000007314,6329,yes,no,no,no,SCN4A
SCN8A,,ENSG00000196876,6334,yes,no,no,no,SCN8A
SCNM1,,ENSG00000163156,79005,yes,yes,no,no,SCNM1
SCNN1A,,ENSG00000111319,6337,yes,no,no,no,SCNN1A
SCNN1B,,ENSG00000168447,6338,yes,no,no,no,SCNN1B
SCNN1G,,ENSG00000166828,6340,yes,no,no,no,SCNN1G
SCTR,,ENSG00000080293,6344,yes,no,no,no,SCTR
SCUBE3,,ENSG00000146197,222663,yes,no,no,no,SCUBE3
SCYL1,,ENSG00000142186,57410,yes,no,no,yes,SCYL1
SDHA,,ENSG00000073578,6389,yes,yes,no,yes,SDHA
SDHAF1,,ENSG00000205138,644096,yes,yes,no,no,SDHAF1
SDHAF2,,ENSG00000167985,54949,yes,yes,no,no,SDHAF2
SDHB,,ENSG00000117118,6390,yes,yes,no,no,SDHB
SDHC,,ENSG00000143252,6391,yes,yes,no,no,SDHC
SDHD,,ENSG00000204370,6392,yes,yes,no,no,SDHD
SDK1,,ENSG00000146555,221935,yes,no,no,no,SDK1
SDK2,,ENSG00000069188,54549,yes,no,no,no,SDK2
SDR9C7,,ENSG00000170426,121214,yes,yes,no,no,SDR9C7
SEC13,,ENSG00000157020,6396,yes,no,no,no,SEC13
SEC16B,,ENSG00000120341,89866,yes,no,no,no,SEC16B
SEC23A,,ENSG00000100934,10484,yes,yes,no,no,SEC23A
SEC23B,,ENSG00000101310,10483,yes,yes,no,no,SEC23B
SEC24D,,ENSG00000150961,9871,yes,yes,no,no,SEC24D
SEC61G,,ENSG00000132432,23480,yes,no,no,no,SEC61G
SECISBP2,,ENSG00000187742,79048,yes,no,no,no,SECISBP2
SECTM1,,ENSG00000141574,6398,yes,no,no,no,SECTM1
SEL1L3,,ENSG00000091490,23231,yes,no,no,no,SEL1L3
SELENBP1,,ENSG00000143416,8991,yes,no,no,no,SELENBP1
SELENOI,,ENSG00000138018,85465,yes,yes,no,no,SELENOI
SELENON,,ENSG00000162430,57190,yes,no,no,no,SELENON
SELP,,ENSG00000174175,6403,yes,no,no,no,SELP
SEMA4A,,ENSG00000196189,64218,yes,yes,no,yes,SEMA4A
SEMA4D,,ENSG00000187764,10507,yes,no,no,no,SEMA4D
SENP2,,ENSG00000163904,59343,yes,no,no,no,SENP2
SENP3,,ENSG00000161956,26168,yes,no,no,no,SENP3
SEPHS1,,ENSG00000086475,22929,yes,no,no,no,SEPHS1
SEPHS2,,ENSG00000179918,22928,yes,no,no,no,SEPHS2
SEPTIN1,,ENSG00000180096,1731,yes,no,no,no,SEPTIN1
SEPTIN10,,ENSG00000186522,151011,yes,no,no,no,SEPTIN10
SEPTIN2,,ENSG00000168385,4735,yes,no,no,no,SEPTIN2
SEPTIN5,,ENSG00000184702,5413,yes,no,no,no,SEPTIN5
SEPTIN9,,ENSG00000184640,10801,yes,yes,no,yes,SEPTIN9
SERAC1,,ENSG00000122335,84947,yes,yes,no,no,SERAC1
SERPINC1,,ENSG00000117601,462,yes,no,no,no,SERPINC1
SERPINF1,,ENSG00000132386,5176,yes,yes,no,no,SERPINF1
SERPINI1,,ENSG00000163536,5274,yes,no,no,yes,SERPINI1
SET,,ENSG00000119335,6418,yes,no,no,no,SET
SETBP1,,ENSG00000152217,26040,yes,yes,no,yes,SETBP1
SETD1A,,ENSG00000099381,9739,yes,yes,no,no,SETD1A
SETD1B,,ENSG00000139718,23067,yes,no,no,no,SETD1B
SETD2,,ENSG00000181555,29072,yes,yes,no,no,SETD2
SETD3,,ENSG00000183576,84193,yes,no,no,no,SETD3
SETD5,,ENSG00000168137,55209,yes,no,no,no,SETD5
SETDB1,,ENSG00000143379,9869,yes,no,no,no,SETDB1
SETX,,ENSG00000107290,23064,yes,yes,no,yes,SETX
SF3B1,,ENSG00000115524,23451,yes,no,no,no,SF3B1
SF3B2,,ENSG00000087365,10992,yes,yes,no,no,SF3B2
SFRP1,,ENSG00000104332,6422,yes,no,no,no,SFRP1
SFRP2,,ENSG00000145423,6423,yes,no,no,no,SFRP2
SFRP5,,ENSG00000120057,6425,yes,no,no,no,SFRP5
SFXN4,,ENSG00000183605,119559,yes,no,no,no,SFXN4
SGCA,,ENSG00000108823,6442,yes,no,no,no,SGCA
SGCB,,ENSG00000163069,6443,yes,no,no,no,SGCB
SGCD,,ENSG00000170624,6444,yes,yes,no,no,SGCD
SGCE,,ENSG00000127990,8910,yes,no,no,no,SGCE
SGCG,,ENSG00000102683,6445,yes,no,no,no,SGCG
SGCZ,,ENSG00000185053,137868,yes,yes,no,no,SGCZ
SGK1,,ENSG00000118515,6446,yes,no,no,no,SGK1
SGPL1,,ENSG00000166224,8879,yes,yes,no,no,SGPL1
SGSH,,ENSG00000181523,6448,yes,yes,no,no,SGSH
SH2B1,,ENSG00000178188,25970,yes,yes,no,no,SH2B1
SH2B3,,ENSG00000111252,10019,yes,no,no,yes,SH2B3
SH2D4A,,ENSG00000104611,63898,yes,no,no,no,SH2D4A
SH2D4B,,ENSG00000178217,387694,yes,no,no,no,SH2D4B
SH3BGRL2,,ENSG00000198478,83699,yes,no,no,no,SH3BGRL2
SH3BP2,,ENSG00000087266,6452,yes,no,no,no,SH3BP2
SH3BP4,,ENSG00000130147,23677,yes,no,no,no,SH3BP4
SH3PXD2B,,ENSG00000174705,285590,yes,no,no,no,SH3PXD2B
SH3RF3,,ENSG00000172985,344558,yes,no,no,no,SH3RF3
SH3TC2,,ENSG00000169247,79628,yes,yes,no,yes,SH3TC2
SHANK3,,ENSG00000251322,85358,yes,yes,no,yes,SHANK3
SHARPIN,,ENSG00000179526,81858,yes,no,no,no,SHARPIN
SHF,,ENSG00000138606,90525,yes,no,no,no,SHF
SHISA9,,ENSG00000237515,729993,yes,no,no,no,SHISA9
SHISAL1,,ENSG00000138944,85352,yes,no,no,no,SHISAL1
SHMT2,,ENSG00000182199,6472,yes,no,no,no,SHMT2
SIAH1,,ENSG00000196470,6477,yes,no,no,no,SIAH1
SIAH2,,ENSG00000181788,6478,yes,no,no,no,SIAH2
SIGMAR1,,ENSG00000147955,10280,yes,yes,no,no,SIGMAR1
SIK1,,ENSG00000142178,150094,yes,yes,no,no,SIK1
SIK3,,ENSG00000160584,23387,yes,no,no,no,SIK3
SIL1,,ENSG00000120725,64374,yes,yes,no,no,SIL1
SIM1,,ENSG00000112246,6492,yes,no,no,yes,SIM1
SIN3A,,ENSG00000169375,25942,yes,yes,no,no,SIN3A
SIPA1L1,,ENSG00000197555,26037,yes,no,no,no,SIPA1L1
SIPA1L2,,ENSG00000116991,57568,yes,no,no,no,SIPA1L2
SIPA1L3,,ENSG00000105738,23094,yes,no,no,no,SIPA1L3
SIRT4,,ENSG00000089163,23409,yes,no,no,no,SIRT4
SIX5,,ENSG00000177045,147912,yes,yes,no,no,SIX5
SKI,,ENSG00000157933,6497,yes,yes,no,no,SKI
SKIC2,,ENSG00000204351,6499,yes,yes,no,no,SKIC2
SKIC3,,ENSG00000198677,9652,yes,no,no,no,SKIC3
SLA,,ENSG00000155926,6503,yes,no,no,no,SLA
SLC12A1,,ENSG00000074803,6557,yes,yes,no,yes,SLC12A1
SLC12A2,,ENSG00000064651,6558,yes,yes,no,no,SLC12A2
SLC12A3,,ENSG00000070915,6559,yes,yes,no,yes,SLC12A3
SLC12A5,,ENSG00000124140,57468,yes,no,no,no,SLC12A5
SLC12A6,,ENSG00000140199,9990,yes,yes,no,yes,SLC12A6
SLC13A5,,ENSG00000141485,284111,yes,no,no,no,SLC13A5
SLC14A2,,ENSG00000132874,8170,yes,no,no,no,SLC14A2
SLC15A2,,ENSG00000163406,6565,yes,yes,no,no,SLC15A2
SLC16A10,,ENSG00000112394,117247,yes,no,no,no,SLC16A10
SLC16A12,,ENSG00000152779,387700,yes,no,no,no,SLC16A12
SLC16A3,,ENSG00000141526,9123,yes,no,no,no,SLC16A3
SLC16A8,,ENSG00000100156,23539,yes,yes,no,no,SLC16A8
SLC17A3,,ENSG00000124564,10786,yes,no,no,no,SLC17A3
SLC17A5,,ENSG00000119899,26503,yes,yes,no,no,SLC17A5
SLC17A6,,ENSG00000091664,57084,yes,no,no,no,SLC17A6
SLC17A7,,ENSG00000104888,57030,yes,no,no,no,SLC17A7
SLC18A3,,ENSG00000187714,6572,yes,yes,no,no,SLC18A3
SLC19A1,,ENSG00000173638,6573,yes,no,no,no,SLC19A1
SLC19A2,,ENSG00000117479,10560,yes,yes,no,yes,SLC19A2
SLC19A3,,ENSG00000135917,80704,yes,yes,no,no,SLC19A3
SLC1A2,,ENSG00000110436,6506,yes,no,no,no,SLC1A2
SLC1A3,,ENSG00000079215,6507,yes,yes,no,no,SLC1A3
SLC1A7,,ENSG00000162383,6512,yes,no,no,no,SLC1A7
SLC22A1,,ENSG00000175003,6580,yes,no,no,no,SLC22A1
SLC22A12,,ENSG00000197891,116085,yes,no,no,no,SLC22A12
SLC22A23,,ENSG00000137266,63027,yes,no,no,no,SLC22A23
SLC22A5,,ENSG00000197375,6584,yes,no,no,yes,SLC22A5
SLC24A1,,ENSG00000074621,9187,yes,no,no,no,SLC24A1
SLC24A2,,ENSG00000155886,25769,yes,no,no,no,SLC24A2
SLC24A3,,ENSG00000185052,57419,yes,no,no,no,SLC24A3
SLC24A5,,ENSG00000188467,283652,yes,no,no,no,SLC24A5
SLC25A1,,ENSG00000100075,6576,yes,yes,no,no,SLC25A1
SLC25A10,,ENSG00000183048,1468,yes,yes,no,no,SLC25A10
SLC25A11,,ENSG00000108528,8402,yes,yes,no,no,SLC25A11
SLC25A13,,ENSG00000004864,10165,yes,yes,no,yes,SLC25A13
SLC25A15,,ENSG00000102743,10166,yes,yes,no,yes,SLC25A15
SLC25A19,,ENSG00000125454,60386,yes,yes,no,yes,SLC25A19
SLC25A20,,ENSG00000178537,788,yes,no,no,no,SLC25A20
SLC25A22,,ENSG00000177542,79751,yes,no,no,no,SLC25A22
SLC25A24,,ENSG00000085491,29957,yes,yes,no,no,SLC25A24
SLC25A32,,ENSG00000164933,81034,yes,yes,no,no,SLC25A32
SLC25A4,,ENSG00000151729,291,yes,yes,no,yes,SLC25A4
SLC25A42,,ENSG00000181035,284439,yes,yes,no,no,SLC25A42
SLC25A46,,ENSG00000164209,91137,yes,yes,no,yes,SLC25A46
SLC26A1,,ENSG00000145217,10861,yes,no,no,no,SLC26A1
SLC26A11,,ENSG00000181045,284129,yes,yes,no,no,SLC26A11
SLC26A6,,ENSG00000225697,65010,yes,no,no,no,SLC26A6
SLC27A4,,ENSG00000167114,10999,yes,no,no,no,SLC27A4
SLC28A1,,ENSG00000156222,9154,yes,no,no,no,SLC28A1
SLC28A3,,ENSG00000197506,64078,yes,no,no,no,SLC28A3
SLC2A1,,ENSG00000117394,6513,yes,no,no,yes,SLC2A1
SLC2A10,,ENSG00000197496,81031,yes,yes,no,no,SLC2A10
SLC2A12,,ENSG00000146411,154091,yes,no,no,no,SLC2A12
SLC2A2,,ENSG00000163581,6514,yes,no,no,no,SLC2A2
SLC2A9,,ENSG00000109667,56606,yes,no,no,no,SLC2A9
SLC30A10,,ENSG00000196660,55532,yes,no,no,no,SLC30A10
SLC30A5,,ENSG00000145740,64924,yes,no,no,no,SLC30A5
SLC30A7,,ENSG00000162695,148867,yes,no,no,no,SLC30A7
SLC30A9,,ENSG00000014824,10463,yes,yes,no,no,SLC30A9
SLC32A1,,ENSG00000101438,140679,yes,no,no,no,SLC32A1
SLC33A1,,ENSG00000169359,9197,yes,yes,no,yes,SLC33A1
SLC34A1,,ENSG00000131183,6569,yes,yes,no,no,SLC34A1
SLC34A3,,ENSG00000198569,142680,yes,yes,no,no,SLC34A3
SLC35A1,,ENSG00000164414,10559,yes,yes,no,no,SLC35A1
SLC35A3,,ENSG00000117620,23443,yes,yes,no,no,SLC35A3
SLC35B2,,ENSG00000157593,347734,yes,no,no,no,SLC35B2
SLC35C1,,ENSG00000181830,55343,yes,yes,no,no,SLC35C1
SLC35D1,,ENSG00000116704,23169,yes,yes,no,no,SLC35D1
SLC36A2,,ENSG00000186335,153201,yes,yes,no,no,SLC36A2
SLC37A4,,ENSG00000137700,2542,yes,yes,no,no,SLC37A4
SLC38A6,,ENSG00000139974,145389,yes,no,no,no,SLC38A6
SLC38A8,,ENSG00000166558,146167,yes,no,no,no,SLC38A8
SLC39A12,,ENSG00000148482,221074,yes,no,no,no,SLC39A12
SLC39A4,,ENSG00000147804,55630,yes,no,no,no,SLC39A4
SLC39A5,,ENSG00000139540,283375,yes,no,no,no,SLC39A5
SLC39A7,,ENSG00000112473,7922,yes,yes,no,no,SLC39A7
SLC39A8,,ENSG00000138821,64116,yes,yes,no,no,SLC39A8
SLC3A1,,ENSG00000138079,6519,yes,no,no,no,SLC3A1
SLC44A1,,ENSG00000070214,23446,yes,no,no,no,SLC44A1
SLC44A2,,ENSG00000129353,57153,yes,no,no,no,SLC44A2
SLC44A3,,ENSG00000143036,126969,yes,no,no,no,SLC44A3
SLC45A2,,ENSG00000164175,51151,yes,no,no,no,SLC45A2
SLC46A1,,ENSG00000076351,113235,yes,no,no,no,SLC46A1
SLC4A10,,ENSG00000144290,57282,yes,yes,no,no,SLC4A10
SLC4A11,,ENSG00000088836,83959,yes,yes,no,no,SLC4A11
SLC4A2,,ENSG00000164889,6522,yes,yes,no,no,SLC4A2
SLC4A4,,ENSG00000080493,8671,yes,yes,no,no,SLC4A4
SLC4A7,,ENSG00000033867,9497,yes,yes,no,no,SLC4A7
SLC52A2,,ENSG00000185803,79581,yes,yes,no,no,SLC52A2
SLC52A3,,ENSG00000101276,113278,yes,yes,no,no,SLC52A3
SLC5A11,,ENSG00000158865,115584,yes,no,no,no,SLC5A11
SLC5A12,,ENSG00000148942,159963,yes,no,no,no,SLC5A12
SLC5A6,,ENSG00000138074,8884,yes,no,no,no,SLC5A6
SLC5A7,,ENSG00000115665,60482,yes,yes,no,no,SLC5A7
SLC66A1,,ENSG00000040487,54896,yes,no,no,no,SLC66A1
SLC6A1,,ENSG00000157103,6529,yes,no,no,no,SLC6A1
SLC6A11,,ENSG00000132164,6538,yes,no,no,no,SLC6A11
SLC6A19,,ENSG00000174358,340024,yes,no,no,yes,SLC6A19
SLC6A9,,ENSG00000196517,6536,yes,yes,no,no,SLC6A9
SLC7A14,,ENSG00000013293,57709,yes,yes,no,no,SLC7A14
SLC7A7,,ENSG00000155465,9056,yes,yes,no,yes,SLC7A7
SLC7A8,,ENSG00000092068,23428,yes,yes,no,no,SLC7A8
SLC7A9,,ENSG00000021488,11136,yes,no,no,no,SLC7A9
SLC8A1,,ENSG00000183023,6546,yes,no,no,no,SLC8A1
SLC9A1,,ENSG00000090020,6548,yes,yes,no,no,SLC9A1
SLC9A8,,ENSG00000197818,23315,yes,no,no,no,SLC9A8
SLC9B1,,ENSG00000164037,150159,yes,yes,no,no,SLC9B1
SLCO1A2,,ENSG00000084453,6579,yes,no,no,no,SLCO1A2
SLCO2A1,,ENSG00000174640,6578,yes,yes,no,yes,SLCO2A1
SLCO6A1,,ENSG00000205359,133482,yes,no,no,no,SLCO6A1
SLFN12L,,ENSG00000205045,100506736,yes,no,no,no,SLFN12L
SLITRK1,,ENSG00000178235,114798,yes,no,no,no,SLITRK1
SLITRK6,,ENSG00000184564,84189,yes,yes,no,no,SLITRK6
SLX1A,,ENSG00000132207,548593,yes,no,no,no,SLX1A
SLX4,,ENSG00000188827,84464,yes,yes,no,no,SLX4
SLX4IP,,ENSG00000149346,128710,yes,no,no,no,SLX4IP
SMAD3,,ENSG00000166949,4088,yes,yes,no,no,SMAD3
SMAD4,,ENSG00000141646,4089,yes,yes,no,yes,SMAD4
SMAD6,,ENSG00000137834,4091,yes,no,no,no,SMAD6
SMAP1,,ENSG00000112305,60682,yes,no,no,no,SMAP1
SMARCAL1,,ENSG00000138375,50485,yes,no,no,no,SMARCAL1
SMARCC1,,ENSG00000173473,6599,yes,no,no,no,SMARCC1
SMARCC2,,ENSG00000139613,6601,yes,yes,no,no,SMARCC2
SMARCD1,,ENSG00000066117,6602,yes,yes,no,no,SMARCD1
SMC5,,ENSG00000198887,23137,yes,no,no,no,SMC5
SMG8,,ENSG00000167447,55181,yes,yes,no,no,SMG8
SMG9,,ENSG00000105771,56006,yes,no,no,no,SMG9
SMIM14,,ENSG00000163683,201895,yes,no,no,no,SMIM14
SMIM15,,ENSG00000188725,643155,yes,no,no,no,SMIM15
SMIM20,,ENSG00000250317,389203,yes,no,no,no,SMIM20
SMIM21,,ENSG00000206026,284274,yes,no,no,no,SMIM21
SMIM30,,ENSG00000214194,401397,yes,no,no,no,SMIM30
SMIM5,,ENSG00000204323,643008,yes,no,no,no,SMIM5
SMN1,,ENSG00000172062,6606,yes,no,no,no,SMN1
SMOX,,ENSG00000088826,54498,yes,no,no,no,SMOX
SMPD1,,ENSG00000166311,6609,yes,yes,no,no,SMPD1
SMUG1,,ENSG00000123415,23583,yes,no,no,no,SMUG1
SNAI2,,ENSG00000019549,6591,yes,yes,no,no,SNAI2
SNAP25,,ENSG00000132639,6616,yes,yes,no,no,SNAP25
SNAP29,,ENSG00000099940,9342,yes,yes,no,no,SNAP29
SNAP91,,ENSG00000065609,9892,yes,yes,no,no,SNAP91
SNF8,,ENSG00000159210,11267,yes,yes,no,no,SNF8
SNIP1,,ENSG00000163877,79753,yes,no,no,no,SNIP1
SNN,,ENSG00000184602,8303,yes,no,no,no,SNN
SNPH,,ENSG00000101298,9751,yes,no,no,no,SNPH
SNRNP200,,ENSG00000144028,23020,yes,yes,no,no,SNRNP200
SNRNP25,,ENSG00000161981,79622,yes,no,no,no,SNRNP25
SNRPN,,ENSG00000128739,6638,yes,no,no,yes,SNRPN
SNTG2,,ENSG00000172554,54221,yes,no,no,no,SNTG2
